ticket,time,dttn,ebit,interest,dna,capex,wc,debt,equity,value,TA
MWG,2017-03-31,15636264527095,770995142500,65386590548,143024949047.0,314124818190.0,6132573530233,5308039355078,4398484776034,9706524131112,14107380544096
NKG,2017-03-31,2436241930078,243399473878,52736014124,56315203959.0,579584084056.0,3025447553314,5174775949422,1736377991244,6911153940666,7791621363107
NLG,2017-03-31,272666028707,34038062404,4306259487,3375210262.0,2212526364.0,3174538805596,708338186490,3257498192905,3965836379395,6344827514861
NT2,2017-03-31,1787320769021,315904963984,35388208748,170761411014.0,127871546.0,884280165709,4503046060302,5204779283923,9707825344225,11984203236861
NTP,2017-03-31,1029790629160,121890691010,15943708077,53153339209.0,82928175272.0,1606949589852,1268301155781,1925856486947,3194157642728,3656619990266
PAN,2017-03-31,560542392449,69987156553,3424444176,26376329861.0,79357824055.0,910397348536,608196768241,2961234588407,3569431356648,3866133197878
PDN,2017-03-31,113441396779,24273472416,4166977899,0.0,20839377115.0,-36781574438,209303007690,357225328435,566528336125,700292207999
PDR,2017-03-31,207167573063,56756703014,731686000,547763442.0,17642989491.0,6661628878450,3197527473723,2433302422054,5630829895777,9339242612785
PET,2017-03-31,2362594255086,91669840370,27460181008,15317099801.0,23822775228.0,1057397509779,1899673448245,1690094530620,3589767978865,5380861545514
PGS,2017-03-31,1653145745557,35361154245,4405335618,28420516781.0,21289642326.0,-152594723086,230168389588,985304577666,1215472967254,2325907900771
PHR,2017-03-31,466223082061,95713965043,9940940466,12100046868.0,116602025680.0,125957341839,978416948293,2435925624556,3414342572849,4060701500928
PNJ,2017-03-31,3133146716416,329359876770,18284670399,9543380373.0,8741719979.0,2422377218567,1282042218054,1749065807743,3031108025797,3595808172726
PPC,2017-03-31,1609189575221,194352889160,27176334525,9262811759.0,87457156396.0,2651623731706,2704816153247,5514976264156,8219792417403,9020201416700
PTB,2017-03-31,929407896774,78626631571,7776408303,37193134299.0,46916579062.0,711189673661,729283969871,796512495811,1525796465682,1872154388331
PVD,2017-03-31,544005480512,-165754493216,46570441840,115567527296.0,7521866768.0,-12307411980,5207753824080,13246002722130,18453756546210,22327099839090
PVS,2017-03-31,3467970907535,354279396026,10519405431,191767286013.0,127993418934.0,-782221078421,1464625618355,12027784248522,13492409866877,23995720257310
PVT,2017-03-31,1708742853891,199406958297,36543191884,113425655175.0,-625648766.0,-548619585440,2915106304612,4415179045523,7330285350135,9374095030186
QCG,2017-03-31,270824863839,14827429442,8402271126,3164351203.0,4261716016.0,2895603483233,555562452030,3987943402553,4543505854583,8237235114617
REE,2017-03-31,1119903872931,420856899596,19943980954,36677768609.0,61899763730.0,-5968517554,1376269490129,7572856811466,8949126301595,11595210359954
SAM,2017-03-31,513320889343,71472575796,39914878898,15675273684.0,1768253485.0,933739716683,919359256431,2494236753611,3413596010042,3625770619524
SAS,2017-03-31,615504770877,78560155849,394520203,11718304377.0,3110818633.0,-25018414260,142296153353,1524196518733,1666492672086,2098620349789
SBT,2017-03-31,1221345964433,155220771485,65840113444,49235718532.0,66249145127.0,4205406084525,4176426456996,3027944744781,7204371201777,7990623923333
SCR,2017-03-31,326122308144,39386446884,22946304141,0.0,-0.0,3156338685092,1588829929195,3242911880170,4831741809365,8058172728609
SHP,2017-03-31,76550326510,10855479312,22998956196,45815902731.0,-0.0,-1535566688,1325288000000,1165134740584,2490422740584,2568958973592
SJS,2017-03-31,12619858451,3229748479,0,0.0,-0.0,1878864200093,862443167219,2099223906766,2961667073985,5960931706520
STG,2017-03-31,895625116374,580219328990,16636912822,29063353860.0,18156241059.0,-116765496757,686068836277,1684913204649,2370982040926,2851836866656
SWC,2017-03-31,614322902699,544870183553,432052411,3896279900.0,-3967681699.0,-123867435657,56643505002,1447158035718,1503801540720,1698399374254
TBD,2017-03-31,705822890058,53084978175,14496795457,0.0,-1342204.0,1212278286267,970362664546,407207283100,1377569947646,1814323042541
TCM,2017-03-31,787039181083,67939125348,10755080168,25853820043.0,15355721340.0,783415967134,1413234660401,963386578123,2376621238524,2902971566058
TLG,2017-03-31,544888750017,71471353883,2486248795,12152000701.0,9154011185.0,451857461194,203404740915,965273065427,1168677806342,1362122109820
TMP,2017-03-31,133842261873,62781041904,4274446946,34502646754.0,1677845514.0,116539350045,198724656776,1024736992008,1223461648784,1292453934205
TMS,2017-03-31,180590041961,71334012322,13815824031,15565598865.0,24679782647.0,34695637178,727218100513,1165209358926,1892427459439,2026122443384
TRA,2017-03-31,403411227392,62132346478,339934568,8076051148.0,65696682491.0,384113491371,24851379621,1005712586671,1030563966292,1460285203838
TVN,2017-03-31,4492545692506,323299735908,57600050719,95351570303.0,40685148739.0,2449698553229,4618567760078,7699154448022,12317722208100,15102111425243
VC3,2017-03-31,185745771548,25465025082,383483433,1091050945.0,-8711534955.0,52163460427,108457808362,320014878423,428472686785,1030064781474
VCF,2017-03-31,438980465480,-36455299885,1250069253,19781285343.0,3238646211.0,-179557253843,69298167475,2112361606575,2181659774050,2666059996839
VCG,2017-03-31,2108074668399,236059900397,71271474327,50175613682.0,126111196243.0,1901377998800,4511747202138,7506085496750,12017832698888,21832380920794
VCS,2017-03-31,1140550301586,232097776190,11987170037,17288948952.0,28813793348.0,1905475827139,1403844510253,1618293770165,3022138280418,3265556308280
VEF,2017-03-31,25789546580,18421366409,0,259579974.0,315511350991.0,1638808097337,0,1759824831913,1759824831913,1765132812602
VGC,2017-03-31,2069841407389,279091557598,35724624041,102704709194.0,292396240466.0,1411486982997,2249367730285,4605901111752,6855268842037,13155059973875
VHC,2017-03-31,1635475388207,135563524932,14396766251,50030886707.0,266591912049.0,2037835635511,1940205748956,2489182342572,4429388091528,4904331165986
VIC,2017-03-31,15523884941756,1993478432203,746877773186,1102708244919.0,2274851147856.0,-19408117924404,44780929784107,43157524086973,87938453871080,187255712880293
VNM,2017-03-31,12279548792874,3489481137964,13393474209,311243892290.0,504153518701.0,2274978984133,501362155667,25019430479001,25520792634668,31068544643384
VSC,2017-03-31,271364690631,71489818242,14530909937,46539699558.0,9790280453.0,187674409320,604853905562,1595882145038,2200736050600,2394475308747
VSH,2017-03-31,201126819099,139066146892,68419568,20491865404.0,41999089.0,979419524700,3101217505742,2956999942263,6058217448005,6293894621828
AAA,2017-06-30,790420482281,84798510960,17746808506,39700777178.0,196484271960.0,599624789827,1832413063564,1172988967471,3005402031035,3372708212260
ANV,2017-06-30,673316339889,47499262177,16243639785,0.0,45063070553.0,1377305994894,1182078787815,1303431076736,2485509864551,2695051431837
ASM,2017-06-30,668686166153,58849491562,18701053055,5128888866.0,26208524633.0,1734781113209,1268322201231,2687648536735,3955970737966,5259875459382
BMP,2017-06-30,984514615237,157593602044,22815256,24383304604.0,232758097631.0,781874453303,60562187000,2335198216205,2395760403205,2769966126867
CEO,2017-06-30,417621602203,114927719357,25587068877,15018890677.0,-66341723483.0,1235824657690,1285399343809,1577041912351,2862441256160,4182178279091
CHP,2017-06-30,172856592530,89716763518,27763375672,38198777191.0,4413886812.0,-31830354728,1199523490334,1666261052695,2865784543029,2976433726143
CII,2017-06-30,1425889147923,512089125681,133787767964,194997773564.0,618556700365.0,2039219872211,8963091819247,7676072065639,16639163884886,19503781049453
CMG,2017-06-30,1050971024706,47395919904,7114810323,30350961508.0,48927362971.0,194668334326,406155484582,1203556133228,1609711617810,2612221344409
CSV,2017-06-30,369513321458,77988966171,711968780,10421706376.0,1409880010.0,170799125985,66535986568,714429936637,780965923205,995682021760
CTD,2017-06-30,6294133712373,517176314498,0,18580717700.0,39765592908.0,-684158098393,0,6385904483660,6385904483660,12865478043031
DBC,2017-06-30,1119964556064,9916755727,42055979973,11502924842.0,175702734564.0,2020300104814,3202068300552,2282852769339,5484921069891,6657370051115
DCL,2017-06-30,226414699862,40532334904,5224360593,10264696214.0,23865717747.0,405591127351,352524789095,753113903883,1105638692978,1230879075560
DCM,2017-06-30,1869824951079,340492958306,45000324191,325893053263.0,14248656396.0,-463765881122,5227678914175,6114981947000,11342660861175,12723656636724
DDV,2017-06-30,399822505010,1417846359,4548491593,0.0,3224783471.0,-257818937521,332315162639,958590362871,1290905525510,2050924541186
DGC,2017-06-30,967416393966,90343364023,1705420660,13114602442.0,19393041558.0,345610008364,311196952284,1479073578658,1790270530942,2082130452102
DGW,2017-06-30,798342228748,32889483398,6871738900,1109565831.0,-0.0,934605629369,431615254252,636632478926,1068247733178,1315534178607
DHC,2017-06-30,201797960684,18994624357,792095147,9176957724.0,14849480890.0,303902619714,54953713674,546739710236,601693423910,711722730049
DHG,2017-06-30,949644633844,185427036010,5982899462,23204378171.0,13982283770.0,837139347089,691600000000,2847552801850,3539152801850,4205899823310
DHT,2017-06-30,337977408541,23728186430,4599087290,2504474465.0,6326898297.0,295143141124,176310916997,219944216218,396255133215,569751455722
DIG,2017-06-30,376793994028,43880513244,7756698916,0.0,11124281325.0,3038647579400,1852134686299,2801350112745,4653484799044,6086647800945
DNP,2017-06-30,470356064475,96594464292,32177273219,45415682907.0,62373488024.0,620702862229,1621660984586,679700532156,2301361516742,2883663851530
DPM,2017-06-30,2413070078566,287668235537,0,47082999536.0,306203459454.0,853033125956,590507490184,8231434503312,8821941993496,10436961955440
DPR,2017-06-30,175999661762,65358096181,885702487,18411938870.0,31316624495.0,-50088598388,231113475000,2566988433969,2798101908969,3559774834962
DVP,2017-06-30,179719833971,91339121565,503749468,20782093349.0,8318977303.0,-74311331057,43020852663,918378955384,961399808047,1155988622196
DXG,2017-06-30,311660546915,108003965172,10243524373,2677536803.0,13548217181.0,2297348613687,1695619656586,3911024468388,5606644124974,8211564962056
ELC,2017-06-30,203121861071,22757708550,480413430,8043088159.0,3533852195.0,510100664757,141759160520,783609969672,925369130192,1179596083915
FPT,2017-06-30,10126103560207,883615079644,100132120954,249836681594.0,309313675108.0,5431384462126,8855121332515,12150225730065,21005347062580,28045803928968
GAS,2017-06-30,16401161164070,2470091336146,89896340937,660952744415.0,235369097776.0,1343981794259,8971394232425,41377121958920,50348516191345,60377343375858
GEX,2017-06-30,2421066694790,-99692225164,178662039110,906812976154.0,74499175332.0,3642340129358,5423028173104,5983388901468,11406417074572,13708234131609
GMD,2017-06-30,1060729337421,194716187252,52193603353,75326974557.0,374840583910.0,-24873581312,1624493715309,6790588716025,8415082431334,10251275010609
HAG,2017-06-30,2718722303000,1337583362000,487726853000,316073953000.0,504167139000.0,1519014038000,25386994846000,18187643363000,43574638209000,52400258368000
HDC,2017-06-30,78052559362,11139549153,5960364512,1599229515.0,-220999467.0,1005658296860,572661929526,634868371870,1207530301396,1543355249190
HDG,2017-06-30,608259285119,51727180025,36056268222,35209491872.0,132451129328.0,1940226308082,2555776327074,1829757176163,4385533503237,7906099783539
HGM,2017-06-30,27164771506,-1335920483,0,1942109937.0,973327288.0,6761311193,0,203993536790,203993536790,238707398651
HHS,2017-06-30,413391543436,18917654507,0,486165459.0,-8941000000.0,312344474587,0,3091827392499,3091827392499,3197881497884
HNG,2017-06-30,2291169016000,1241121187000,210823422000,330832745000.0,1031177971000.0,1159582180000,18078805885000,10478277549000,28557083434000,34227665999000
HPG,2017-06-30,10753017587075,1937865588332,130009931346,484745011931.0,1568182601955.0,8091921346419,9907193541160,22939445619196,32846639160356,39662484328790
HSG,2017-06-30,7259728257510,468988395572,136037062435,176573606885.0,882785919437.0,7838944053235,10828384447300,4975873226144,15804257673444,17425734636171
HT1,2017-06-30,2155949376745,224326995251,79228270535,172317903155.0,41469563765.0,36701807389,4865493592472,5308498993261,10173992585733,11608127011991
HUT,2017-06-30,424976605542,105621998518,45130692954,76691734327.0,287329173127.0,-51488176334,5163092515187,2487951558183,7651044073370,9962860795617
IJC,2017-06-30,335457861719,135646086431,21739315242,9469973751.0,6548390120.0,2961501828476,1769333557491,1592554259383,3361887816874,7852810469691
IMP,2017-06-30,285521249136,42288559391,56000000,7987539050.0,172288829108.0,540323803111,20000000000,1359437118426,1379437118426,1604589695560
KBC,2017-06-30,422532602512,351023532890,20532988071,9388391558.0,-49331800353.0,10784234874349,1902152521986,8904539264488,10806691786474,14365362301490
KDC,2017-06-30,2186098329052,450471769681,37025733867,70460702904.0,77406467692.0,1209997099798,2397486518835,8098362331361,10495848850196,11613241098486
KDH,2017-06-30,1322808076000,218087088000,12430378000,-122487000.0,-6922265000.0,4831944453000,1300373534000,4630069233000,5930442767000,7416648225000
LGC,2017-06-30,238203281093,144136263839,62666917787,57904520054.0,384784824208.0,557833655015,5188963232795,3075278552732,8264241785527,8935081976900
MSN,2017-06-30,9619119000000,1248350000000,895085000000,626370000000.0,684113000000.0,2999094000000,34036712000000,23971293000000,58008005000000,65478169000000
MSR,2017-06-30,1396703433000,306615057000,249476682000,273743377000.0,390864942000.0,976881300000,11332565171000,11796166269000,23128731440000,26635569097000
MWG,2017-06-30,15710262411594,706116173204,55706011073,158018739212.0,517245002681.0,4064731294641,3978056934755,4679394059368,8657450994123,14651010884874
NKG,2017-06-30,3140425238333,269387427301,67389674073,74139999209.0,280749802807.0,2989746595686,5160015736410,1905774111387,7065789847797,7683793530480
NLG,2017-06-30,1026617873373,481304024119,12453019456,3450809374.0,1574836364.0,2690949534202,511159014071,3588533033382,4099692047453,7729866722753
NT2,2017-06-30,1796236618658,229207849270,29231225099,172622751430.0,1193417745.0,823897957978,4127773054404,4933900472844,9061673527248,10194930367768
NTP,2017-06-30,1025624118744,143448930257,17556392824,55275030144.0,34907367601.0,1679720369885,1382119453677,1932849051592,3314968505269,3756629446230
PAN,2017-06-30,990562309445,60066588408,8956054452,24096650985.0,48667064512.0,1374246957665,1018399447269,3374547715068,4392947162337,4737349592486
PDN,2017-06-30,131263901853,30496757567,4423442484,0.0,21480836951.0,-34138289399,251689577671,380639298726,632328876397,750506115754
PDR,2017-06-30,388453609621,101708814845,-106575999,547763442.0,2686100967.0,6102362688444,2378793210636,2513473910346,4892267120982,9522668384309
PET,2017-06-30,2372434405811,79230610160,22389090339,23417154278.0,3274647010.0,1575523969257,2448471287112,1733147720256,4181619007368,5705270547362
PGS,2017-06-30,1218169127226,41146325818,3619708204,27644654637.0,13088191569.0,57491245458,318443345925,968344492607,1286787838532,2086583586640
PHR,2017-06-30,304121734153,96817080072,10841970100,12464607608.0,73428008603.0,-745251887850,298607221127,2279539237230,2578146458357,4234277097232
PNJ,2017-06-30,2352477253567,178210418068,16609785190,9660355847.0,12797964237.0,2512484721621,1315284148867,1735442029200,3050726178067,3561006676286
PPC,2017-06-30,1797637269704,557314935743,21424903478,9312494801.0,-64273232812.0,2676848798140,2394637389288,5551262384238,7945899773526,9001482071367
PTB,2017-06-30,1025923458836,113086941997,8281182374,35894724327.0,114903468811.0,772262937799,805394555447,880021489349,1685416044796,2024414208809
PVD,2017-06-30,989001838240,-3303650480,49641931040,205665035056.0,-5173490125.0,260951640900,5066762148700,13199694949300,18266457098000,22254571111400
PVS,2017-06-30,4367494413953,447402326080,10382283830,182669766805.0,-5647913939.0,-1640977435648,1315062850775,12005862595045,13320925445820,24764134240225
PVT,2017-06-30,1431982019313,115641681911,36631864860,116921212322.0,286621427150.0,-732714085408,2894364080326,4275894742439,7170258822765,9000547696336
QCG,2017-06-30,503763610905,286362152511,5235219823,3406989542.0,59048514100.0,2793385119790,391787662249,4235717527636,4627505189885,9757485623131
REE,2017-06-30,1214389236141,395686736362,20531179587,34487541930.0,120499561860.0,455183347497,1345170856431,7865008700774,9210179557205,11897215208924
SAM,2017-06-30,538995476206,41738472703,7629590627,0.0,10517819017.0,1225430007240,1234765231382,2516073351257,3750838582639,4044302885761
SAS,2017-06-30,595907960316,80662188321,590894428,12160797667.0,8403119979.0,-21582945766,82543723380,1475113578960,1557657302340,2002703509116
SBT,2017-06-30,1317059383268,98979443288,72174128198,52803383912.0,37971446689.0,3785795504467,4350974499384,3061410455397,7412384954781,7748340598174
SCR,2017-06-30,312594838321,86502870833,28304014387,0.0,9319112144.0,3537027373245,1847375741499,3209345324374,5056721065873,8545610642013
SHP,2017-06-30,145122240396,62038917918,27165356357,49447892008.0,1330153363.0,-32112738093,1290749000000,1052012214904,2342761214904,2528265910324
SJS,2017-06-30,31924280322,11880167293,0,0.0,6362545965.0,2014271546409,1183932888942,1997976095335,3181908984277,6354848237748
STG,2017-06-30,408337025539,30161702269,14248766362,31265285093.0,30513418796.0,-37735799839,424774607929,1562955976985,1987730584914,2408511295870
SWC,2017-06-30,61923962424,14474570235,50630498,3881057043.0,17236799300.0,-23462062654,57669236539,1123038104377,1180707340916,1304071367079
TBD,2017-06-30,732455892989,39523671009,15934322350,0.0,28042376125.0,1263436656021,1170465087562,364295013057,1534760100619,1926768629608
TCM,2017-06-30,840480234680,96773777652,11873721808,26216046300.0,16145523927.0,795886300831,1445246630786,972877948999,2418124579785,3123166667254
TLG,2017-06-30,726715941619,130273869672,2569675140,12412409184.0,15652011844.0,411094213498,173326043520,998221524177,1171547567697,1542629257593
TMP,2017-06-30,238624527445,144523823069,4745813316,33050387538.0,2736697323.0,119025471917,193224656776,984664649837,1177889306613,1291382321371
TMS,2017-06-30,609407555324,99877464832,15017503722,16724755764.0,18410467549.0,111224208192,786724700314,1352818837727,2139543538041,2500435196084
TRA,2017-06-30,460665516887,85921150633,804315108,9764030763.0,17753000137.0,435868304712,73262628162,1069890907161,1143153535323,1371829407207
TVN,2017-06-30,4900802213640,86002241649,63266080121,95312468860.0,16692932304.0,2455475044304,4463946617345,7710040202687,12173986820032,14701885094190
VC3,2017-06-30,198971739198,17649578433,2446942613,2723557305.0,800000000.0,-6373725441,112525480493,321355102199,433880582692,871923200717
VCF,2017-06-30,871520481627,76461371387,2577293667,19631238732.0,4617188384.0,-275988116953,327747363237,2180707492759,2508454855996,3107967328553
VCG,2017-06-30,2201706881739,303303400329,73233351212,143341436279.0,172497647192.0,1333018188395,4560261159475,7645045911515,12205307070990,22316251389034
VCS,2017-06-30,1116229193291,314731747235,11641906777,17394526864.0,40945559446.0,2127295183224,1215493555971,1877783531341,3093277087312,3568644630977
VEF,2017-06-30,20831985922,15003746778,0,160107621.0,289212975309.0,1067468551738,0,1771831273779,1771831273779,1777259055877
VGC,2017-06-30,2276123744714,301059147799,33869636595,117676408036.0,469703900541.0,1182777861727,2348649506016,6638066734252,8986716240268,15538459193180
VHC,2017-06-30,2362761992191,188143226704,19423095249,52061082316.0,9148212754.0,2307481702310,2161547845011,2632800874196,4794348719207,5315208439694
VIC,2017-06-30,20494224892380,2792456937599,897458689845,898147167525.0,6286919479759.0,-17805898968924,44106761837598,43360238472573,87467000310171,193761946080738
VNM,2017-06-30,13609708691813,3448045978075,4023632084,314288377307.0,565057010424.0,2030840275065,434783183897,24753118498532,25187901682429,31955032118295
VSC,2017-06-30,340193730085,88892757772,10757003573,47500374609.0,214027761560.0,-36228783438,630717578298,1595981009148,2226698587446,2494994923895
VSH,2017-06-30,137419649415,82144541130,302199850,20010977125.0,673096125454.0,797066244864,3221781398781,2822798006835,6044579405616,6281359224720
AAA,2017-09-30,1066212643462,97369517309,17065679630,43102366771.0,164880438433.0,639121419752,2056978587715,1222623934758,3279602522473,3777607549818
ANV,2017-09-30,739518078322,50378761562,12407783877,0.0,77256929447.0,1158772023959,1009197849930,1336974628391,2346172478321,2561182490382
ASM,2017-09-30,492531768271,90327935999,14390690654,4012361604.0,61391177641.0,1690732494881,1364871044942,2792357501121,4157228546063,5656867689644
BMP,2017-09-30,887357162614,149123359684,137915154,24977666465.0,-54042850658.0,815060161929,60612187000,2455221296355,2515833483355,2906452982983
CEO,2017-09-30,488144057958,104606216064,31315237810,4216829942.0,62069385081.0,1312801924860,1388153767110,2169382192821,3557535959931,5174714060204
CHP,2017-09-30,175475228210,93216283743,22323737959,38165650967.0,-4122547396.0,-16158253084,1145823490334,1733593040190,2879416530524,2987172704755
CII,2017-09-30,541565756212,132266802118,145470887808,208353729766.0,-675091637065.0,2089063512189,9286001607673,7635230446665,16921232054338,20283789526647
CMG,2017-09-30,1373344523955,107973525369,7010049767,30912115174.0,116454229084.0,288294744812,426630684010,1193305859768,1619936543778,2644427089137
CSV,2017-09-30,397707335687,79996588353,683085943,9410540785.0,5569973205.0,189307455373,60164237908,777709891363,837874129271,1024852893099
CTD,2017-09-30,7750837131764,596979820171,0,21141775149.0,80307495562.0,-29958694574,0,6844560687198,6844560687198,13439171550217
DBC,2017-09-30,1695698990495,248315336774,38676648104,32023435759.0,364581355285.0,1900846168704,3234917101155,2438559401536,5673476502691,6771247501737
DCL,2017-09-30,191432953382,28457485844,5697418040,9748065194.0,35678227323.0,429305852997,140478237951,768731455398,909209693349,1019764154493
DCM,2017-09-30,1202456137818,88999786508,48921693471,330277848756.0,7945258470.0,-599889673216,4890982185694,6138522154821,11029504340515,12646166988252
DDV,2017-09-30,451176795271,12812607450,4371008475,0.0,-0.0,-297693672079,382294975455,967031961846,1349326937301,2049076308598
DGC,2017-09-30,957796592472,83668902022,1077762273,20185141705.0,74107669934.0,199694332638,207184989493,1555329865926,1762514855419,2229788337777
DGW,2017-09-30,1152263412968,40590983348,3736576157,1315422857.0,-0.0,1004379182636,480290870006,663771437022,1144062307028,1479763087292
DHC,2017-09-30,214615016369,20176768924,1503050389,0.0,244752787361.0,320445693370,252672454096,562700436892,815372890988,875895084693
DHG,2017-09-30,931402975061,152287621948,8007611708,23161882443.0,635421917.0,766878403376,522000000000,2836465873195,3358465873195,4078798024318
DHT,2017-09-30,430994859604,22676843950,0,0.0,500790909.0,340464861916,216373976258,225281792697,441655768955,561046557979
DIG,2017-09-30,361993588524,49435992485,3456039625,0.0,-7393955623.0,3318969064981,1751125380897,2835400228196,4586525609093,6133061792616
DNP,2017-09-30,375611127367,37919909385,27800247066,18099728858.0,65957960103.0,761015686728,1875155311796,990123921780,2865279233576,3527007956912
DPM,2017-09-30,2143228035332,169398075049,83482192,49973845322.0,160550661841.0,557755865816,627450164006,8355558032565,8983008196571,10601076147727
DPR,2017-09-30,408402431373,78715265820,2941185406,4633404645.0,52730414260.0,-28135513686,230211680000,2633045173070,2863256853070,3550108127547
DVP,2017-09-30,167345219655,82651360885,279706753,0.0,694643000.0,-7394491471,34075157223,994742873643,1028818030866,1112459067735
DXG,2017-09-30,824978953339,482996449706,18372292536,4962791427.0,36028602014.0,3265073440146,2396428963724,4259430948332,6655859912056,9617296034231
ELC,2017-09-30,142339701261,12057009941,571139968,6584457626.0,3606783093.0,493435050478,155069993527,783264125012,938334118539,1092585823736
FPT,2017-09-30,11041239239840,966772013172,85119266199,252656443882.0,339370553475.0,5212955314158,8582833098075,13033786478347,21616619576422,29693707116780
GAS,2017-09-30,15424577013855,2516722866887,63182675498,592001851945.0,234542896835.0,1233935603320,9158287291486,41371020071461,50529307362947,60579566466685
GEX,2017-09-30,3039841234712,389210171436,95783584780,122069969691.0,47124662642.0,3112944127147,5068769840615,6234281877590,11303051718205,13350367884041
GMD,2017-09-30,1019675177328,196652310118,27206323442,80702004561.0,334043999995.0,63027357571,1744248494602,6962327490756,8706575985358,10639187564753
HAG,2017-09-30,1679230103000,513285338000,325774254000,205274230000.0,716587827000.0,-929503810000,23160222386000,18140165246000,41300387632000,52810353466000
HDC,2017-09-30,172369612972,44986469179,4701724920,1425550533.0,2355104135.0,986756738185,486698547582,691975518378,1178674065960,1565860898044
HDG,2017-09-30,330510127044,29181080748,23089112424,17729649202.0,137617894902.0,1916606017771,1760401791242,1837946643181,3598348434423,7541803740422
HGM,2017-09-30,30713181046,11547814924,0,1972222197.0,26290784.0,-4082928345,0,215208952883,215208952883,249054422055
HHS,2017-09-30,320464336886,24815458879,0,486876750.0,49318182.0,249032352992,0,3112311273692,3112311273692,3234464169077
HNG,2017-09-30,1200924537000,264010327000,152835082000,133934042000.0,60782053000.0,-177176711000,14754744379000,10392882655000,25147627034000,31767346952000
HPG,2017-09-30,12684792899823,2618834953182,130923942442,496694475864.0,3457420064160.0,9901989427545,11417106761283,30137084687254,41554191448537,48342147255048
HSG,2017-09-30,6948493081511,408543055018,152382722602,207103772419.0,1172255233497.0,8058158421158,11850866234524,5169801932685,17020668167209,21438455873654
HT1,2017-09-30,1943290544911,194117578642,77030189534,191770260399.0,17395912766.0,-228710569913,4729032393714,5020850098143,9749882491857,11508435944157
HUT,2017-09-30,396970937400,91861893115,40792931084,73522133605.0,457450407141.0,-111700335770,5018026817743,3153013686737,8171040504480,10672631173987
IJC,2017-09-30,162390912951,50763883661,12442433569,9633389165.0,1753576850.0,3149577006150,1876462301979,1625636428254,3502098730233,7832106538350
IMP,2017-09-30,253527278902,36766700880,359397252,7707937703.0,-55584542314.0,535728539396,0,1388454203244,1388454203244,1605513874297
KBC,2017-09-30,546196635422,237460820791,31553480965,9619127879.0,3769120984.0,11295962328605,2214567928545,9064612377747,11279180306292,15187997384524
KDC,2017-09-30,2231059034673,123357735052,43396391043,71071736967.0,-8762986070.0,853085648049,2236114255098,7909611448676,10145725703774,11663429482366
KDH,2017-09-30,482362405000,180037760000,4972206000,1527610000.0,5487451000.0,4741946375000,2325825894000,4793291615000,7119117509000,8609034079000
LGC,2017-09-30,220875078128,139688802455,56010710390,58251425791.0,210278801175.0,727006607384,5311886324559,3133300008101,8445186332660,9652334445998
MSN,2017-09-30,9526159000000,1827300000000,735123000000,655990000000.0,439391000000.0,2963270000000,33148115000000,25066081000000,58214196000000,66097873000000
MSR,2017-09-30,1379536942000,248629808000,182181724000,297038773000.0,190841146000.0,944446648000,11044084423000,11865816724000,22909901147000,26648267312000
MWG,2017-09-30,16437818338641,764808807077,45558103727,179416362892.0,415413422313.0,2807772247911,3960024684594,5244472243182,9204496927776,16632493312302
NKG,2017-09-30,3835955206097,297147397899,70897213154,88304697022.0,179737137484.0,2636528547238,4710716689716,2118016476675,6828733166391,8001177617691
NLG,2017-09-30,406078629532,98010378192,4622720343,3357905317.0,111545454.0,2166883909591,501731931899,3606974776036,4108706707935,7787115607637
NT2,2017-09-30,1152236599525,64362125379,28187596777,174608825701.0,4205037726.0,222911705697,4199360414593,4680365373617,8879725788210,10047607105698
NTP,2017-09-30,1277766810084,190772258448,20396549486,56030134429.0,155041426881.0,1723115113088,1656212970523,2091756875859,3747969846382,4133487983770
PAN,2017-09-30,1406030934778,312322360576,0,49442152928.0,111533669933.0,1169538199137,743381812508,4271203775507,5014585588015,5764293758594
PDN,2017-09-30,135389850883,34077916612,4192529668,0.0,12107413811.0,-39176824319,321419203717,408225364068,729644567785,849321378605
PDR,2017-09-30,509040121595,143644291076,0,199013281.0,5018985095.0,6154979853798,2248385069134,2626984498776,4875369567910,9830681923206
PET,2017-09-30,2867507528695,77461163284,32071190570,15627694291.0,6098162229.0,1535895209576,2664081961513,1661134927142,4325216888655,6731944511369
PGS,2017-09-30,1566090261103,42964099494,4461400106,26863854404.0,21442728702.0,-35020774593,305929822748,992750303345,1298680126093,2298970885573
PHR,2017-09-30,600660542908,146330256309,11793752485,18858471300.0,-235241569464.0,74381013960,952059861501,2385677280206,3337737141707,4225629899005
PNJ,2017-09-30,2281641326881,168587265330,10521848660,9838674116.0,74865129858.0,2630051960628,749505823277,2728455524755,3477961348032,4063461048940
PPC,2017-09-30,1569065327815,193243203991,15160813659,9219690135.0,811827800.0,1860230282765,1386711372083,5735361961323,7122073333406,8109472622871
PTB,2017-09-30,968481797081,103996217818,8367007346,33541374934.0,165694223010.0,907719256496,964162021253,958318575923,1922480597176,2296327248239
PVD,2017-09-30,1464257314800,124376258160,49649627160,245507933088.0,24309151037.0,162661796440,4761923140070,13202145505460,17964068645530,22175554077240
PVS,2017-09-30,3351833570724,134285357582,8823211522,168266463415.0,84458459403.0,-1884198762695,1255033215450,11996673269732,13251706485182,24220068462029
PVT,2017-09-30,1466849960936,100086509140,-39259548349,126895938501.0,113840190039.0,-727156376728,2861379383174,4386932723363,7248312106537,9218909718002
